,0
12701,can
12702,estimate
12703,per
12704,square
12705,footage
12706,based
12707,on
12708,"okay,"
12709,they're
12710,they're
12711,typical
12712,site
12713,usage
12714,that's
12715,a
12716,little
12717,more
12718,accurate
12719,than
12720,if
12721,we
12722,have
12723,to
12724,go
12725,down
12726,to
12727,use
12728,use
12729,something
12730,like
12731,setbacks
12732,factors
12733,which
12734,"is,"
12735,which
12736,are
12737,more
12738,national
12739,average.
12740,those
12741,are
12742,just
12743,average
12744,factors
12745,um
12746,based
12747,on
12748,like
12749,the
12750,building
12751,type.
12752,"um,"
12753,i
12754,think
12755,communicating
12756,uncertainty
12757,is
12758,something
12759,that
12760,corporate
12761,greenhouse
12762,gas
12763,inventories
12764,definitely
12765,struggle
12766,with
12767,"when,"
12768,when
12769,i
12770,was
12771,working
12772,in
12773,my
12774,graduate
12775,program
12776,and
12777,on
12778,national
12779,inventory
12780,kind
12781,of
12782,"stuff,"
12783,uncertainty
12784,analysis
12785,is
12786,a
12787,big
12788,part
12789,of
12790,it
12791,and
12792,will
12793,do
12794,kind
12795,of
12796,like
12797,monte
12798,carlo
12799,simulations
12800,to
12801,understand
12802,because
12803,i
12804,think
12805,"people,"
12806,people
12807,misunderstand
12808,that
12809,these
12810,"are,"
12811,these
12812,are
12813,estimates.
12814,these
12815,are
12816,not
12817,tailpipe
12818,measurements
12819,of
12820,"emissions,"
12821,right?
12822,there's
12823,an
12824,inherent
12825,uncertainty
12826,and
12827,the
12828,emissions
12829,factors
12830,that
12831,are
12832,being
12833,used
12834,in
12835,the
12836,activity
12837,data
12838,that's
12839,being
12840,used.
12841,"so,"
12842,but
12843,i
12844,think
12845,the
12846,corporate
12847,world
12848,isn't
12849,ready
12850,for
12851,that.
12852,right?
12853,i
12854,think
12855,corporations
12856,"really,"
12857,they
12858,want
12859,one
12860,number
12861,to
12862,report.
12863,right?
12864,they
12865,don't
12866,want
12867,to
12868,"say,"
12869,oh
12870,there's
12871,a
12872,90%
12873,chance
12874,our
12875,emissions
12876,fall
12877,within
12878,this
12879,range.
12880,they
12881,don't
12882,want
12883,to
12884,say
12885,that
12886,they
12887,want
12888,one
12889,number
12890,and
12891,say
12892,this
12893,is
12894,our
12895,this
12896,is
12897,our
12898,emissions
12899,and
12900,this
12901,is
12902,our
12903,target.
12904,um
12905,so
12906,we
12907,don't
12908,really
12909,we
12910,do
12911,communicate
12912,that
12913,okay.
12914,the
12915,data
12916,quality
12917,could
12918,be
12919,improved
12920,if
12921,we
12922,improve
12923,data
12924,collection
12925,efforts
12926,at
12927,these
12928,locations.
12929,but
12930,we
12931,don't
12932,try
12933,to
12934,"include,"
12935,we
12936,don't
12937,try
12938,to
12939,give
12940,it
12941,a
12942,score
12943,in
12944,terms
12945,of
12946,data
12947,in
12948,terms
12949,of
12950,accuracy.
12951,i
12952,don't
12953,"think,"
12954,i
12955,think
12956,a
12957,lot
12958,of
12959,corporations
12960,are
12961,not
12962,ready
12963,to
12964,hear
12965,that.
12966,even
12967,even
12968,the
12969,sites
12970,where
12971,we
12972,did
12973,get
12974,actual
12975,electricity
12976,usage
12977,information.
12978,that's
12979,an
12980,estimate
12981,and
12982,there's
12983,an
12984,uncertainty
12985,range
12986,around
12987,that
12988,as
12989,well.
12990,so
12991,um
12992,yeah
12993,it's
12994,we
12995,will
12996,we
12997,will
12998,tell
12999,companies
13000,that
13001,okay
13002,this
13003,is
13004,your
13005,percentage
13006,of
13007,locations
13008,that
13009,provided
13010,actuals
13011,and
13012,um
13013,these
13014,are
13015,the
13016,maybe
13017,we'll
13018,identify
13019,oh
13020,these
13021,are
13022,some
13023,some
13024,of
13025,your
13026,biggest
13027,using
13028,sites
13029,that
13030,we
13031,like.
13032,some
13033,of
13034,your
13035,biggest
13036,sites
13037,that
13038,we
13039,should
13040,focus
13041,data
13042,collection
13043,efforts
13044,on.
13045,maybe
13046,you
13047,don't
13048,worry
13049,about
13050,the
13051,one
13052,person
13053,office
13054,right
13055,somewhere.
13056,maybe
13057,you
13058,focus
13059,on
13060,the
13061,larger
13062,locations
13063,because
13064,those
13065,are
13066,gonna
13067,be
13068,more
13069,material
13070,but
13071,it's
13072,really
13073,that's
13074,really
13075,about
13076,that
13077,varies
13078,company
13079,the
13080,company
13081,depending
13082,on
13083,how
13084,their
13085,data
13086,quality
13087,is.
13088,yeah.
13089,do
13090,you
13091,ever
13092,in
13093,your
13094,company
13095,use
13096,a
13097,p.i.s.
13098,for
13099,like
13100,utility
13101,providers
13102,or
13103,anything
13104,sometimes.
13105,yeah.
13106,yeah.
13107,that's
13108,that's
13109,nice
13110,when
13111,when
13112,they
13113,have
13114,those
13115,but
13116,that's
13117,often
13118,times
13119,it
13120,takes
13121,a
13122,lot
13123,of
13124,time
13125,to
13126,set
13127,up.
13128,um
13129,usually
13130,that's
13131,most
13132,common
13133,when
13134,they're
13135,using
13136,an
13137,online
13138,calculation
13139,tool
13140,like
13141,a
13142,que
13143,vio
13144,for
13145,example
13146,um
13147,has
13148,a
13149,pretty
13150,good
13151,connecting.
13152,there's
13153,a
13154,couple
13155,other
13156,services
13157,um
13158,that
13159,will
13160,allow
13161,you
13162,provide
13163,login
13164,details
13165,like
13166,measurable
13167,pride
13168,login
13169,details
13170,to
13171,the
13172,utility
13173,"site,"
13174,connect
13175,the
13176,meters
13177,and
13178,then
13179,it
13180,will
13181,automatically
13182,import
13183,it.
13184,and
13185,that's
13186,great.
13187,so
13188,yeah
13189,we
13190,do
13191,use
13192,that
13193,when
13194,it's
13195,available.
13196,um
13197,what
13198,other
13199,integrations
13200,um
13201,would
13202,be
13203,valuable
13204,for
13205,both
13206,customers
13207,and
13208,yourself
13209,like
13210,what
13211,are
13212,some
13213,of
13214,the
13215,common
13216,tools
13217,like
13218,you
13219,know
13220,if
13221,you
13222,were
13223,an
13224,accountant
13225,you
13226,would
13227,say
13228,you
13229,are
13230,an
13231,accountant
13232,but
13233,quickbooks
13234,um
13235,for
13236,like
13237,employee
13238,data
13239,right?
13240,like
13241,what
13242,is
13243,that
13244,now?
13245,i
13246,think
13247,looking
13248,towards
13249,the
13250,scope
13251,three
13252,stuff
13253,and
13254,thinking
13255,about
13256,integrations
13257,with
13258,different
13259,one
13260,for
13261,like
13262,for
13263,business
13264,travel
13265,for
13266,example
13267,things
13268,that
13269,can
13270,occur
13271,in
13272,a
13273,mex
13274,they
13275,can
13276,do
13277,they
13278,can
13279,provide
13280,reports
13281,that
13282,provide
13283,all
13284,the
13285,necessary
13286,data
13287,to
13288,do
13289,these
13290,emissions
13291,calculations
13292,and
13293,then
13294,thinking
13295,about
13296,to
13297,spend
13298,data.
13299,thinking
13300,about
13301,supply
13302,chain
13303,things
13304,like
13305,i
13306,know
13307,s.a.p.
13308,is
13309,working
13310,on
13311,their
13312,own
13313,climate
13314,solution
13315,but
13316,even
13317,just
13318,connecting
13319,to
13320,s.a.p.
13321,um
13322,would
13323,probably
13324,be
13325,helpful
13326,and
13327,then
13328,companies
13329,always
13330,have
13331,their
13332,internal
13333,systems
13334,that
13335,they're
13336,using
13337,to
13338,track
13339,like
13340,logistics
13341,and
13342,so
13343,whatever
13344,whatever
13345,kind
13346,of
13347,logistics
13348,platforms
13349,they're
13350,using
13351,i
13352,think
13353,would
13354,be
13355,good
13356,from
13357,a
13358,scope
13359,three
13360,perspective.
13361,um
13362,and
13363,then
13364,internally
13365,um
13366,yeah
13367,whatever
13368,accounting
13369,software
13370,they're
13371,using.
13372,um
13373,maybe
13374,it's
13375,asap
13376,maybe
13377,it's
13378,something
13379,else
13380,usually
13381,for
13382,when
13383,we're
13384,talking
13385,about
13386,scope
13387,three
13388,like
13389,for
13390,purchase
13391,goods
13392,and
13393,services
13394,were
13395,starting
13396,to
13397,spend
13398,data
13399,and
13400,that's
13401,like
13402,important
13403,to
13404,pull
13405,out.
13406,i
13407,think
13408,often
13409,times
13410,that
13411,really
13412,requires
13413,a
13414,calm
13415,conversation
13416,with
13417,the
13418,accounting
13419,department
13420,because
13421,they
13422,don't
13423,really
13424,understand
13425,what
13426,we're
13427,asking
13428,for
13429,at
13430,first
13431,um
13432,when
13433,we're
13434,trying
13435,to
13436,look
13437,at
13438,all
13439,the
13440,spend
13441,data
13442,and
13443,so
13444,we
13445,have
13446,to
13447,really
13448,explain
13449,this
13450,is
13451,why
13452,we're
13453,doing
13454,it.
13455,this
13456,is
13457,what
13458,we
13459,need.
13460,this
13461,is
13462,like
13463,what
13464,level
13465,we
13466,need
13467,it
13468,broken
13469,down
13470,to
13471,like
13472,we
13473,don't
13474,need
13475,every
13476,single
13477,transaction.
13478,we
13479,need
13480,kind
13481,of
13482,like
13483,broad
13484,categories
13485,and
13486,and
13487,like
13488,the
13489,names
13490,of
13491,the
13492,customers
13493,or
13494,suppliers.
13495,um
13496,so
13497,those
13498,kind
13499,of
13500,things.
13501,would
13502,you
13503,find
13504,that
13505,do
13506,you
13507,think
13508,that
13509,customers
13510,would
13511,be
13512,more
13513,susceptible
13514,to?
13515,i
13516,don't
13517,"know,"
13518,logging
13519,into
13520,a
13521,platform
13522,and
13523,doing
13524,that
13525,kind
13526,of
13527,matching
13528,or
13529,letting
13530,you
13531,have
13532,all
13533,of
13534,the
13535,data
13536,and
13537,figuring.
13538,yeah
13539,the
13540,matching
13541,the
13542,matching
13543,of
13544,the
13545,spend
13546,data
13547,is
13548,is
13549,like
13550,more
13551,of
13552,an
13553,art.
13554,it's
13555,like
13556,an
13557,art
13558,rather
13559,than
13560,a
13561,science
13562,to
13563,where
13564,to
13565,match
13566,the
13567,spend
13568,data
13569,to
13570,what
13571,we
13572,have
13573,emissions
13574,factors
13575,for.
13576,um
13577,because
13578,the
13579,client
13580,probably
13581,doesn't
13582,want
13583,to
13584,do
13585,that
13586,themselves.
13587,they'll
13588,they'll
13589,probably
13590,turn
13591,to
13592,us
13593,and
13594,say
13595,okay
13596,what
13597,spend
13598,category
13599,like
13600,what
13601,category
13602,this
13603,is
13604,how
13605,much
13606,we
13607,spent
13608,on
13609,this
13610,item
13611,and
13612,if
13613,there's
13614,not
13615,a
13616,direct
13617,match
13618,that's
13619,like
13620,really
13621,clear
13622,to
13623,"see,"
13624,they'll
13625,they'll
13626,turn
13627,to
13628,us
13629,and
13630,be
13631,"like,"
13632,how
13633,do
13634,we
13635,quantify
13636,this
13637,in
13638,terms
13639,of
13640,emissions?
13641,um
13642,that's
13643,a
13644,common
13645,question
13646,that
13647,we
13648,get
13649,which
13650,departments
13651,are
13652,typically
13653,like
13654,dealing
13655,with
13656,your
13657,overall
13658,our
13659,main
13660,contacts
13661,"really,"
13662,it's
13663,a
13664,range.
13665,so
13666,some
13667,companies
13668,have
13669,like
13670,a
13671,sustainability
13672,team
13673,who
13674,are
13675,working
13676,with
13677,um
13678,other
13679,times
13680,"it's,"
13681,it's
13682,been
13683,commonly
13684,like
13685,pushed
13686,onto
13687,like
13688,the
13689,investor
13690,relations
13691,side
13692,of
13693,things
13694,like
13695,"say,"
13696,"okay,"
13697,the
13698,investors
13699,are
13700,asking
13701,for
13702,the
13703,emissions
13704,"data,"
13705,you
13706,deal
13707,with
13708,it.
13709,and
13710,so
13711,that's
13712,a
13713,little
13714,more
13715,difficult
13716,because
13717,they
13718,don't
13719,have
13720,any
13721,experience
13722,with
13723,what
13724,we're
13725,doing
13726,and
13727,what
13728,the
13729,calculations
13730,really
13731,entail.
13732,um
13733,sometimes
13734,also
13735,"facilities,"
13736,facilities
13737,is
13738,"a,"
13739,is
13740,a
13741,source
13742,for
13743,data
13744,and
13745,then
13746,accounting
13747,as
13748,"well,"
13749,accounting
13750,is
13751,a
13752,big
13753,source
13754,for
13755,"data,"
13756,"so,"
13757,but
13758,ideally
13759,there's
13760,at
13761,"least,"
13762,and
13763,usually
13764,it's
13765,it's
13766,a
13767,small
13768,sustainability
13769,"department,"
13770,the
13771,some
13772,companies
13773,have
13774,like
13775,really
13776,big
13777,teams
13778,um
13779,but
13780,a
13781,lot
13782,of
13783,people
13784,who
13785,are
13786,just
13787,starting
13788,"out,"
13789,it's
13790,like
13791,one
13792,or
13793,two
13794,people
13795,um
13796,and
13797,that's
13798,some
13799,another
13800,recommendation
13801,that
13802,oftentimes
13803,comes
13804,out
13805,of
13806,the
13807,work
13808,we
13809,do
13810,with
13811,them
13812,is
13813,you
13814,need
13815,more
13816,internal
13817,resources
13818,to
13819,devote
13820,to
13821,this
13822,um
13823,which
13824,is
13825,sometimes
13826,a
13827,hard
13828,conversation
13829,to
13830,have
13831,because
13832,there's
13833,not
13834,really
13835,uh
13836,there's
13837,not
13838,really
13839,a
13840,desire
13841,to
13842,do
13843,"more,"
13844,but
13845,sometimes
13846,there
13847,is
13848,like
13849,sometimes
13850,there's
13851,a
13852,lot
13853,of
13854,internal
13855,support
13856,and
13857,they're
13858,"like,"
13859,"yeah,"
13860,we
13861,can
13862,hire
13863,a
13864,sustainability
13865,analyst
13866,for
13867,example.
13868,"yeah,"
13869,i
13870,think
13871,that's
13872,the
13873,path
13874,and
13875,like
13876,jobs
13877,in
13878,general
13879,consultants
13880,and
13881,then
13882,eventually
13883,integrated.
13884,yeah.
13885,and
13886,then
13887,and
13888,that's
13889,i
13890,think
13891,some
13892,kind
13893,of
13894,the
13895,path
13896,that
13897,we
13898,will
13899,put
13900,some
13901,of
13902,our
13903,clients
13904,on
13905,is
13906,okay
13907,the
13908,first
13909,year
13910,two
13911,we're
13912,doing
13913,the
13914,emissions
13915,calculations
13916,for
13917,"them,"
13918,but
13919,then
13920,our
13921,recommendations
13922,are
13923,really
13924,like
13925,okay
13926,if
13927,you
13928,if
13929,you
13930,build
13931,an
13932,internal
13933,system
13934,or
13935,you
13936,get
13937,onto
13938,an
13939,external
13940,"system,"
13941,like
13942,a
13943,like
13944,a
13945,any
13946,kind
13947,of
13948,carbon
13949,accounting
13950,platform
13951,then
13952,you
13953,could
13954,do
13955,"that,"
13956,you
13957,can
13958,do
13959,the
13960,calculations
13961,yourselves
13962,and
13963,we
13964,can
13965,step
13966,back
13967,and
13968,become
13969,maybe
13970,like
13971,a
13972,third
13973,party
13974,verifier
13975,or
13976,assurance
13977,"provider,"
13978,things
13979,like
13980,that.
13981,okay.
13982,um
13983,"yeah,"
13984,so
13985,we
13986,are
13987,at
13988,you
13989,know
13990,getting
13991,closer
13992,to
13993,the
13994,top
13995,of
13996,the
13997,"hour,"
13998,i
13999,don't
14000,wanna
14001,keep
14002,you
14003,the
14004,full
14005,"time,"
14006,everyone
14007,has
14008,to
14009,do
14010,but
14011,is
14012,there
14013,any
14014,"other,"
14015,you
14016,"know,"
14017,anything
14018,you
14019,want
14020,to
14021,share?
14022,um
14023,as
14024,we
14025,work
14026,"on,"
14027,we're
14028,working
14029,on
14030,a
14031,lot
14032,of
14033,things
14034,that
14035,you
14036,touched
14037,on
14038,but
14039,it
14040,would
14041,be
14042,helpful
14043,to
14044,just
14045,like
14046,get
14047,an
14048,overview
14049,understanding
14050,of
14051,like
14052,the
14053,things
14054,that
14055,you
14056,most
14057,need
14058,and
14059,yourself
14060,and
14061,in
14062,like
14063,the
14064,profession
14065,of
14066,carbon
14067,accounting
14068,in
14069,"general,"
14070,i
14071,think
14072,we
14073,touched
14074,on
14075,a
14076,lot
14077,of
14078,the
14079,things
14080,i
14081,think
14082,like
14083,i
14084,"mentioned,"
14085,the
14086,boundary
14087,setting
14088,and
14089,the
14090,and
14091,the
14092,data
14093,collection
14094,are
14095,probably
14096,the
14097,biggest
14098,challenge
14099,is
14100,something
14101,related
14102,to
14103,boundary
14104,"setting,"
14105,there
14106,is
14107,like
14108,occasionally
14109,like
14110,some
14111,like
14112,the
14113,g2
14114,protocol
14115,is
14116,great
14117,for
14118,most
14119,in
14120,most
14121,cases
14122,and
14123,there
14124,are
14125,in
14126,some
14127,cases
14128,where
14129,you
14130,wish
14131,it
14132,would
14133,be
14134,a
14135,little
14136,more
14137,explicit
14138,about
14139,its
14140,instructions
14141,because
14142,i
14143,think
14144,it
14145,was
14146,written
14147,in
14148,with
14149,with
14150,the
14151,goal
14152,of
14153,getting
14154,as
14155,many
14156,corporations
14157,to
14158,participate
14159,as
14160,possible
14161,and
14162,actually
14163,start
14164,accounting
14165,for
14166,their
14167,um
14168,carbon
14169,emissions.
14170,"however,"
14171,with
14172,a
14173,different
14174,kind
14175,of
14176,control
14177,approaches
14178,and
14179,some
14180,of
14181,the
14182,different
14183,subjective
14184,decisions
14185,that
14186,you
14187,can
14188,make
14189,as
14190,a
14191,company
14192,when
14193,you're
14194,using
14195,the
14196,protocol
14197,because
14198,there's
14199,a
14200,lot
14201,of
14202,should
14203,rather
14204,than
14205,charles
14206,and
14207,there's
14208,a
14209,lot
14210,of
14211,like
14212,different
14213,ways
14214,to
14215,do
14216,it.
14217,i
14218,don't
14219,think
14220,that
14221,a
14222,lot
14223,of
14224,the
14225,times
14226,the
14227,comparability
14228,of
14229,different
14230,um
14231,inventories
14232,isn't
14233,as
14234,like
14235,exact
14236,because
14237,some
14238,companies
14239,will
14240,put
14241,the
14242,natural
14243,gas
14244,"office,"
14245,the
14246,natural
14247,gas
14248,usage
14249,that
14250,they're
14251,using
14252,in
14253,their
14254,leased
14255,"offices,"
14256,some
14257,will
14258,put
14259,it
14260,in
14261,scope
14262,one
14263,because
14264,it's
14265,a
14266,fuel
14267,"combustion,"
14268,some
14269,will
14270,put
14271,it
14272,in
14273,scope
14274,to
14275,because
14276,they
14277,consider
14278,it
14279,purchased
14280,energy
14281,for
14282,example
14283,and
14284,"there's,"
14285,i've
14286,seen
14287,it
14288,done
14289,both
14290,ways.
14291,there's
14292,not
14293,really
14294,clear
14295,guidance
14296,from
14297,the
14298,g
14299,protocol
14300,on
14301,it.
14302,if
14303,you
14304,read
14305,it
14306,one
14307,way
14308,you
14309,can
14310,you
14311,can
14312,make
14313,an
14314,argument
14315,for
14316,both
14317,sides.
14318,so
14319,i
14320,think
14321,the
14322,comparability
14323,sometimes
14324,uh
14325,struggles.
14326,i
14327,know
14328,there's
14329,efforts
14330,like
14331,um
14332,there's
14333,something
14334,called
14335,the
14336,carbon
14337,call
14338,which
14339,i
14340,think
14341,is
14342,an
14343,is
14344,an
14345,effort
14346,with
14347,like
14348,microsoft
14349,and
14350,a
14351,few
14352,other
14353,big
14354,organizations
14355,that
14356,are
14357,trying
14358,to
14359,really
14360,standardize
14361,these
14362,carbon
14363,accounting
14364,principles
14365,and
14366,make
14367,with
14368,the
14369,goal
14370,of
14371,making
14372,emissions
14373,inventories
14374,comparable
14375,to
14376,one
14377,another.
14378,so
14379,i
14380,think
14381,that's
14382,something
14383,that
14384,"um,"
14385,would
14386,be
14387,useful
14388,and
14389,whether
14390,that
14391,takes
14392,the
14393,form
14394,of
14395,"um,"
14396,i
14397,don't
14398,"know,"
14399,maybe
14400,there's
14401,just
14402,industry
14403,alignment
14404,over
14405,time
14406,or
14407,if
14408,it's
14409,"education,"
14410,i'm
14411,not
14412,sure.
14413,but
14414,"yeah,"
14415,like
14416,accessible
14417,data
14418,visualization.
14419,"yeah,"
14420,we're
14421,"like,"
14422,"yeah,"
14423,just
14424,"okay,"
14425,this
14426,is
14427,how
14428,everyone
14429,else
14430,is
14431,doing
14432,it.
14433,"and,"
14434,and
14435,to
14436,some
14437,"degree,"
14438,cdp
14439,is
14440,good
14441,for
14442,that
14443,because
14444,you
14445,can
14446,look
14447,at
14448,companies
14449,cdp
14450,"responses,"
14451,but
14452,i
14453,don't
14454,think
14455,they're
14456,"like,"
14457,i
14458,wish
14459,that
14460,all
14461,the
14462,methodologies
14463,were
14464,were
14465,"open,"
14466,right?
14467,and
14468,i
14469,know
14470,that's
14471,something
14472,"that,"
14473,that
14474,you
14475,guys
14476,are
14477,working
14478,on
14479,two
14480,is
14481,like
14482,having
14483,"a,"
14484,having
14485,an
14486,open
14487,"methodology,"
14488,right?
14489,so
14490,that
14491,people
14492,can
14493,look
14494,at
14495,it
14496,and
14497,"say,"
14498,"okay,"
14499,this
14500,is
14501,how
14502,they're
14503,doing
14504,it.
14505,we
14506,can
14507,do
14508,it
14509,the
14510,same
14511,way.
14512,"um,"
14513,we
14514,have
14515,confidence
14516,that
14517,everyone
14518,that
14519,uses
14520,this
14521,methodology
14522,is
14523,doing
14524,it
14525,the
14526,same
14527,way
14528,and
14529,we
14530,can
14531,compare
14532,our
14533,results
14534,and
14535,it
14536,can
14537,be
14538,comparable
14539,year
14540,over
14541,"year,"
14542,right?
14543,so
14544,that
14545,doesn't
14546,change
14547,over
14548,time.
14549,"oh,"
14550,another
14551,another
14552,challenge
14553,might
14554,be
14555,that
14556,we
14557,deal
14558,with
14559,less
14560,frequently
14561,is
14562,baseline
14563,recalculations
14564,"for,"
14565,so
14566,for
14567,when
14568,a
14569,company
14570,maybe
14571,they
14572,acquire
14573,another
14574,company
14575,and
14576,they're
14577,"like,"
14578,"okay,"
14579,how
14580,does
14581,this
14582,affect
14583,our
14584,target?
14585,and
14586,that's
14587,usually
14588,a
14589,fairly
14590,like
14591,painstaking
14592,process
14593,of
14594,explaining
14595,to
14596,"them,"
14597,"okay,"
14598,how
14599,they
14600,can
14601,recalculate
14602,their
14603,baseline
14604,so
14605,that
14606,the
14607,target
14608,is
14609,not
14610,completely
14611,out
14612,of
14613,whack
14614,because
14615,they
14616,acquired
14617,someone
14618,or
14619,if
14620,they
14621,sold
14622,someone.
14623,so
14624,i
14625,don't
14626,know
14627,if
14628,if
14629,you
14630,guys
14631,have
14632,any
14633,capabilities
14634,for
14635,baseline
14636,recalculations
14637,"or,"
14638,or
14639,like
14640,the
14641,same
14642,as
14643,consolidation
14644,method.
14645,so
14646,"yeah,"
14647,kind
14648,of.
14649,so
14650,it's
14651,like
14652,if
14653,if
14654,a
14655,hypothetical
14656,company
14657,sets
14658,their
14659,baseline
14660,in
14661,2019
14662,for
14663,"example,"
14664,and
14665,then
14666,this
14667,past
14668,year
14669,they
14670,acquire
14671,like
14672,a
14673,company
14674,of
14675,similar
14676,"size,"
14677,their
14678,emissions
14679,all
14680,of
14681,a
14682,sudden
14683,you're
14684,gonna
14685,almost
14686,double
14687,and
14688,that
14689,looks
14690,like
14691,"they've,"
14692,if
14693,you
14694,just
14695,use
14696,the
14697,same
14698,baseline
14699,"year,"
14700,it
14701,looked
14702,like
14703,their
14704,emissions
14705,went
14706,like
14707,shot
14708,up.
14709,even
14710,though
14711,that's
14712,really
14713,not
14714,like
14715,organic
14716,emissions
14717,"growth,"
14718,those
14719,emissions
14720,were
14721,already
14722,occurring.
14723,they
14724,were
14725,just
14726,not
14727,occurring
14728,within
14729,the
14730,boundary.
14731,so
14732,we'll
14733,go
14734,through
14735,a
14736,process
14737,sometimes
14738,of
14739,recalculating
14740,that
14741,baseline
14742,saying
14743,"that,"
14744,"okay,"
14745,if
14746,you
14747,had
14748,acquired
14749,"that,"
14750,if
14751,you
14752,did
14753,contain
14754,those
14755,emissions
14756,in
14757,your
14758,boundary
14759,in
14760,"2019,"
14761,this
14762,is
14763,what
14764,your
14765,baseline
14766,would
14767,have
14768,been.
14769,so
14770,in
14771,reality
14772,you're
14773,emissions
14774,are
14775,"like,"
14776,maybe
14777,they're
14778,"flat,"
14779,but
14780,they
14781,didn't
14782,like
14783,they
14784,didn't
14785,like
14786,double
14787,over
14788,those
14789,last
14790,two
14791,years
14792,when
14793,in
14794,reality
14795,those
14796,emissions
14797,were
14798,already
14799,occurring
14800,just
14801,outside
14802,the
14803,boundary.
14804,"yeah,"
14805,i
14806,know
14807,we're
14808,working
14809,on
14810,that
14811,um
14812,something
14813,similar
14814,and
14815,i
14816,know
14817,that
14818,it's
14819,a
14820,heavier
14821,math
14822,lift
14823,than
14824,so
14825,"yeah,"
14826,that
14827,that
14828,i
14829,would
14830,"say,"
14831,"yeah,"
14832,that
14833,i'd
14834,be
14835,interested
14836,to
14837,see
14838,um
14839,once
14840,you
14841,guys
14842,have
14843,something
14844,ready
14845,to
14846,take
14847,a
14848,look
14849,at
14850,"for,"
14851,for
14852,that
14853,"perspective,"
14854,that's
14855,i
14856,think
14857,it's
14858,not
14859,super
14860,intuitive
14861,for
14862,clients
14863,to
14864,understand
14865,and
14866,the
14867,"math,"
14868,because
14869,you're
14870,at
14871,some
14872,point
14873,you're
14874,like
14875,back
14876,casting
14877,for
14878,this
14879,acquired
14880,"company,"
14881,it's
14882,a
14883,little
14884,more
14885,complicated.
14886,um
14887,so
14888,that
14889,would
14890,be
14891,a
14892,tool
14893,that
14894,i
14895,would
14896,definitely
14897,want
14898,to
14899,take
14900,a
14901,look
14902,at.
14903,"yeah,"
14904,awesome.
14905,"yeah,"
14906,i'll
14907,keep
14908,you
14909,in
14910,mind.
14911,we
14912,definitely
14913,want
14914,to
14915,start
14916,now
14917,that
14918,there
14919,are
14920,some
14921,"customers,"
14922,you
14923,know
14924,that
14925,we
14926,have
14927,a
14928,good
14929,"amount,"
14930,we
14931,want
14932,to
14933,start
14934,be
14935,able
14936,to
14937,co
14938,create
14939,with
14940,them.
14941,so
14942,um
14943,"yeah,"
14944,i'll
14945,make
14946,sure
14947,to
14948,share
14949,some
14950,of
14951,that
14952,work
14953,once
14954,it's
14955,ready.
14956,yeah.
14957,um
14958,"well,"
14959,thank
14960,you
14961,very
14962,much.
14963,this
14964,has
14965,been
14966,"super,"
14967,super
14968,helpful
14969,and
14970,"yeah,"
14971,we'll
14972,be
14973,in
14974,touch.
14975,great.
